PAID_WAGE_PER_YEAR_Binned	CASE_STATUS	EMPLOYER_NAME	EDUCATION_LEVEL_REQUIRED	COLLEGE_MAJOR_REQUIRED	EXPERIENCE_REQUIRED_NUM_MONTHS	COUNTRY_OF_CITIZENSHIP	WORK_STATE	PREVAILING_WAGE_PER_YEAR	PAID_WAGE_PER_YEAR	JOB_TITLE_SUBGROUP
19	1	36	1	computer science, engineering(any), technology(any) or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	36	1	computer science, engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	36	1	computer science, engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	36	1	computer science, engineering(any), technology(any) or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	30	1	computer science, engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	30	1	computer science. engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	30	1	computer science, engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	30	1	computer science, engineering (any), technology, electronics or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	1	30	1	computer science. engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	0	30	1	computer science, engineering (any),technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	0	30	1	computer science, engineering (any),technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	0	30	1	computer science,engineering(any),technology,computer appls, related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
19	0	687	1	computer science, engineering, math or equiv	60.0	INDIA	TEXAS	110926.0	110926.0	0
19	0	687	0	computer science, engineering, math or equiv	36.0	INDIA	TEXAS	110926.0	110926.0	0
19	0	2667	1	comptuer science	60.0	INDIA	TEXAS	110926.0	110926.0	0
19	3	2650	1	computer science, engineering (any), business, math or related	0.0	INDIA	TEXAS	110926.0	110926.0	0
19	0	2289	1	technology,engineering or scientific rel	0.0	INDIA	NEW JERSEY	110843.0	112000.0	0
24	0	32	1	computer science, computer engineering or related field	60.0	INDIA	CALIFORNIA	110782.0	140000.0	0
22	0	697	1	computer science	60.0	INDIA	CALIFORNIA	110782.0	130000.0	0
22	0	254	1	computer science, electronic engineering, computer networking, or related field	60.0	INDIA	CALIFORNIA	110782.0	127000.0	0
21	0	254	0	computer science, electronic engineering, computer networking, or related field	36.0	INDIA	CALIFORNIA	110782.0	125000.0	0
20	0	2547	1	computer science	60.0	SOUTH KOREA	CALIFORNIA	110782.0	120000.0	0
19	0	1	0	computer science, computer engineering, or a related field	36.0	SPAIN	CALIFORNIA	110782.0	113300.0	0
19	1	2104	1	engineering, computer science, physics or related	0.0	INDIA	COLORADO	110739.0	110800.0	0
31	0	205	0	computer science	36.0	CHINA	CALIFORNIA	110677.0	175000.0	0
25	1	218	2	computer science, engineering, or related field	24.0	GERMANY	CALIFORNIA	110677.0	145000.0	0
25	1	8	0	computer science	36.0	CHINA	CALIFORNIA	110677.0	145000.0	0
24	1	198	0	cs, info systms, math, engineering or related field	36.0	UKRAINE	CALIFORNIA	110677.0	140000.0	0
23	1	1	0	computer science, electrical engineering, or a related field	0.0	CANADA	CALIFORNIA	110677.0	135000.0	0
23	1	711	0	computer science or related field	36.0	HUNGARY	CALIFORNIA	110677.0	135000.0	0
23	1	12	0	computer science, computer engineering, electrical engineering or related field	0.0	INDIA	CALIFORNIA	110677.0	135000.0	0
23	1	4	2	comp sci, engineering, applied sci, math, physics, or related field	6.0	FRANCE	CALIFORNIA	110677.0	133766.43	6
22	1	8	0	any major/concentration is acceptable	36.0	RUSSIA	CALIFORNIA	110677.0	130000.0	0
19	1	277	0	cs, ce, cis, ee, or rel. fld	0.0	INDIA	CALIFORNIA	110677.0	113850.0	0
19	1	277	0	cs, ce, cis, ee, or rel. fld	0.0	INDIA	CALIFORNIA	110677.0	113850.0	0
19	0	277	0	cs, ce, cis, ee, or rel. fld	0.0	INDIA	CALIFORNIA	110677.0	113850.0	0
19	0	711	0	computer science, or related field	36.0	ECUADOR	CALIFORNIA	110677.0	112674.0	0
19	0	1026	0	computer science or related	36.0	INDIA	NEW JERSEY	110677.0	112000.0	0
19	0	1026	0	computer science or related	36.0	INDIA	NEW JERSEY	110677.0	112000.0	0
23	1	41	1	computer science, computer engineering, or a related field	60.0	INDIA	CALIFORNIA	110462.0	133000.0	0
21	1	41	1	computer science, information technology, or a related field	60.0	INDIA	CALIFORNIA	110462.0	125000.0	0
19	1	494	1	any education equivalent to us bachelor's degree	60.0	INDIA	NEW JERSEY	110427.0	110427.0	2
19	2	794	1	education	12.0	FRANCE	NEW YORK	110413.0	110413.0	3
19	0	512	1	computer science	0.0	PHILIPPINES	TEXAS	110406.0	110406.0	0
19	3	512	1	computer science	0.0	PHILIPPINES	TEXAS	110406.0	110406.0	0
19	0	512	1	computer science	0.0	PHILIPPINES	TEXAS	110406.0	110406.0	0
19	0	567	1	computer science	60.0	INDIA	TEXAS	110406.0	110406.0	0
19	0	512	1	computer science	0.0	PHILIPPINES	TEXAS	110406.0	110406.0	0
19	3	2374	1	engineering, science or technolgoy	60.0	INDIA	TEXAS	110406.0	110406.0	0
19	3	1845	1	computer science	60.0	CANADA	TEXAS	110406.0	110406.0	0
44	0	1	0	computer science, engineering, or a related field	24.0	CANADA	NEW YORK	110365.0	237450.0	0
28	0	8	0	engineering	36.0	ISRAEL	NEW YORK	110365.0	160000.0	0
22	0	1	2	computer science, engineering, or related field	0.0	IRAN	NEW YORK	110365.0	127000.0	0
21	0	266	0	computer science, computer engineering or related field	0.0	INDIA	NEW YORK	110365.0	124848.0	0
19	0	1	0	computer science, engineering, or a related field	0.0	CHINA	NEW YORK	110365.0	110365.0	0
19	0	156	0	computer science/engineering or related field	36.0	INDIA	NEW JERSEY	110302.0	110302.0	0
19	0	1643	0	computer science, computer information systems, engineering, math or equiv	36.0	INDIA	NEW JERSEY	110302.0	110302.0	0
19	0	2101	1	computer science, it or related	0.0	INDIA	NEW YORK	110300.0	110300.0	0
19	1	473	1	computer science, engineering, or related field	84.0	MEXICO	CALIFORNIA	110300.0	110300.0	0
19	0	19	0	computer science/eng or related discipline	36.0	BRAZIL	CALIFORNIA	110159.0	110161.0	0
19	0	19	1	computer science/ eng or related discipline	60.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/eng or related discipline	36.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/eng or related discipline	36.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	1	computer science/ eng or related discipline	60.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	1	comp sci/eng. or related	60.0	INDIA	CALIFORNIA	110159.0	110161.0	0
19	0	19	1	computer science/ eng or related discipline	60.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/eng or related	36.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/eng or related discipline	36.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/ eng or related discipline	36.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	19	0	computer science/ eng or related discipline	36.0	INDIA	CALIFORNIA	110159.0	110161.0	0
19	0	19	1	computer science/eng or related discipline	60.0	CHINA	CALIFORNIA	110159.0	110161.0	0
19	0	2	1	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	110159.0	110159.0	0
19	0	2	0	elect/elec/comp/infosys engr, or scie, or related scie, or engr disc	36.0	RUSSIA	CALIFORNIA	110159.0	110159.0	0
19	0	2	1	elect/elec/comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	110159.0	110159.0	0
19	0	2	0	elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	36.0	CHINA	CALIFORNIA	110159.0	110159.0	0
19	0	2	0	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	36.0	MEXICO	CALIFORNIA	110140.0	110159.0	0
19	0	33	0	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	36.0	TAIWAN	CALIFORNIA	110140.0	110140.0	0
21	0	32	1	electronic engineering, computer eng, comp science or related field	60.0	INDIA	CALIFORNIA	110125.0	125000.0	0
35	0	1	0	systems engineering, computer science, or a related field	0.0	INDIA	CALIFORNIA	110094.0	194000.0	0
29	0	1	0	computer science, information systems, or a related technical field	24.0	ESTONIA	CALIFORNIA	110094.0	163480.0	0
29	1	1	0	computer science, electrical engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	161000.0	0
29	0	1	0	computer science or a related field	0.0	CHINA	CALIFORNIA	110094.0	160560.0	0
29	0	1	0	comp. sci., comp. eng., or a related field	24.0	CHINA	CALIFORNIA	110094.0	160200.0	0
28	0	1	0	comp sci, comp engi'g, computer info systems or a related field	0.0	CHINA	CALIFORNIA	110094.0	157000.0	0
25	3	556	0	computer science	12.0	CHINA	CALIFORNIA	110094.0	145000.0	0
24	1	403	0	information networking	24.0	INDIA	CALIFORNIA	110094.0	140000.0	0
24	1	1	0	computer science, software engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	140000.0	0
24	0	697	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	140000.0	0
23	0	94	0	comp sci, comp eng, electrical/electronic eng or a closely related field	0.0	INDIA	CALIFORNIA	110094.0	135000.0	0
23	0	1	1	computer science, engineering or a related field	0.0	SOUTH KOREA	CALIFORNIA	110094.0	132661.0	0
23	0	1	0	computer science, engineering, or a related field	0.0	INDIA	CALIFORNIA	110094.0	131000.0	0
22	0	1	0	computer science or a related field	0.0	CHINA	CALIFORNIA	110094.0	130000.0	0
22	0	1	0	computer science, computer engineering, or a related field	0.0	UNITED KINGDOM	CALIFORNIA	110094.0	130000.0	0
22	1	2320	0	computer information systems	6.0	INDIA	CALIFORNIA	110094.0	130000.0	0
22	0	190	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	130000.0	0
22	0	1	0	computer science, info. tech. and e-business tech., or a related field	0.0	CHINA	CALIFORNIA	110094.0	130000.0	0
22	1	10	0	comp. sci., eng., applied math., statistics, oper. research or rel. field	0.0	CHINA	CALIFORNIA	110094.0	130000.0	6
22	0	1	0	computer science or a related field	0.0	INDIA	CALIFORNIA	110094.0	129600.0	0
22	0	1	0	computer science, computer engineering, or a related field	0.0	NEW ZEALAND	CALIFORNIA	110094.0	129000.0	0
22	0	1	0	computer science, electrical engineering, physics, or a related field	0.0	INDIA	CALIFORNIA	110094.0	128100.0	0
22	1	419	0	computer science, electrical engineering or a related field	24.0	EGYPT	CALIFORNIA	110094.0	128000.0	0
22	0	18	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	127192.0	0
22	1	280	0	computer science	24.0	CHINA	CALIFORNIA	110094.0	127150.0	0
22	1	280	0	computer science	24.0	RUSSIA	CALIFORNIA	110094.0	127150.0	0
22	1	280	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	127150.0	0
22	1	24	0	computer science	24.0	CHINA	CALIFORNIA	110094.0	127150.0	0
22	1	1	0	computer science, electrical engineering, or a related field	0.0	POLAND	CALIFORNIA	110094.0	127000.0	0
22	0	1	0	computer science, software engineering, or a related field	0.0	PAKISTAN	CALIFORNIA	110094.0	127000.0	0
22	1	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	127000.0	0
21	1	1682	0	computer science or related	12.0	INDIA	CALIFORNIA	110094.0	125000.0	0
21	0	1	0	computer science, electrical & computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	125000.0	0
21	0	1	0	computer science, computer engineering, or a related field	24.0	NORWAY	CALIFORNIA	110094.0	125000.0	0
21	0	1801	1	computer science or related	0.0	RUSSIA	CALIFORNIA	110094.0	124205.0	0
21	1	10	0	computer science, engineering, math, physics, or related field	24.0	TAIWAN	CALIFORNIA	110094.0	123600.0	0
21	0	3	0	electrical eng., computer eng., computer science, or related	0.0	CHINA	CALIFORNIA	110094.0	121555.2	0
21	0	18	0	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	110094.0	121201.6	0
21	3	10	0	comp sci, engineering, math, physics or related field	0.0	SOUTH KOREA	CALIFORNIA	110094.0	120450.0	0
20	0	41	0	computer science, electrical engineering, or a related field	0.0	INDIA	CALIFORNIA	110094.0	120000.0	0
20	1	1	0	computer science, electrical engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	120000.0	0
20	1	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	120000.0	0
20	1	1	0	computer science or a related field	0.0	INDIA	CALIFORNIA	110094.0	120000.0	0
20	1	41	0	computer science, electrical engineering, computer information systems, or related	12.0	INDIA	CALIFORNIA	110094.0	120000.0	0
20	1	1	0	computer science, computer engineering, or a related field	0.0	ISRAEL	CALIFORNIA	110094.0	120000.0	0
20	1	2357	0	comp sci/eng, related engineering disciplines, or related field	12.0	CHINA	CALIFORNIA	110094.0	120000.0	0
20	0	1195	0	computer science	24.0	TAIWAN	CALIFORNIA	110094.0	120000.0	0
20	0	94	0	comp. sci., computer eng., electrical/electronic eng. or closely rel. field	0.0	INDIA	CALIFORNIA	110094.0	120000.0	0
20	0	3	0	electrical engineering, computer engineering, computer sci or related	0.0	INDIA	CALIFORNIA	110094.0	117562.0	0
20	2	24	0	computer science	6.0	CHINA	CALIFORNIA	110094.0	116605.0	0
20	1	280	0	computer science	6.0	PAKISTAN	CALIFORNIA	110094.0	116605.0	0
20	1	280	0	computer science	6.0	TURKEY	CALIFORNIA	110094.0	116605.0	0
20	0	24	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	116605.0	0
20	1	3	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	116542.4	0
20	1	17	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	116355.2	0
20	0	39	0	computer science	12.0	INDIA	CALIFORNIA	110094.0	115200.0	0
20	1	3	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	115044.8	0
20	1	17	0	electrical engineering, computer engineering, computer sci or related	0.0	INDIA	CALIFORNIA	110094.0	115003.2	0
19	1	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	115000.0	0
19	0	32	0	computer science, electrical engineering or related field	0.0	INDIA	CALIFORNIA	110094.0	115000.0	0
19	0	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	115000.0	0
19	0	1	0	comp. sci., comp. eng., or a related field	0.0	CHINA	CALIFORNIA	110094.0	115000.0	0
19	3	18	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	114524.8	0
19	0	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	114000.0	0
19	0	3	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	112382.4	0
19	0	1	0	computer science, electrical engineering, or a related field	0.0	INDIA	CALIFORNIA	110094.0	112000.0	0
19	3	688	0	computer science, electrical engineering, or computer engineering	0.0	INDIA	CALIFORNIA	110094.0	111000.0	0
19	0	94	0	c.s., c.e., e/ee eng. or clsly rel. fld	0.0	INDIA	CALIFORNIA	110094.0	111000.0	0
19	0	17	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	110713.6	0
19	0	295	0	engineering physics, computer science or related field	24.0	INDIA	CALIFORNIA	110094.0	110107.0	0
19	1	39	0	computer science	12.0	CHINA	CALIFORNIA	110094.0	110100.0	0
19	1	2059	1	computer science	36.0	CHINA	CALIFORNIA	110094.0	110100.0	0
19	1	39	0	computer science	0.0	INDIA	CALIFORNIA	110094.0	110100.0	0
19	0	41	0	computer engineering, computer science, electrical engineering, or a related field	0.0	INDIA	CALIFORNIA	110094.0	110095.0	0
19	1	41	0	computer science, computer engineering, or related	12.0	INDIA	CALIFORNIA	110094.0	110095.0	0
19	1	41	0	computer science or a related field	12.0	INDIA	CALIFORNIA	110094.0	110095.0	0
19	0	234	0	computer science, engineering or related	0.0	INDIA	CALIFORNIA	110094.0	110095.0	0
19	0	234	0	computer science/ eng or related	12.0	INDIA	CALIFORNIA	110094.0	110095.0	0
19	0	3	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	110094.4	0
19	0	1756	0	comp. sc., comp. apps., comp. sw engg or inf. technology	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	68	0	computer science, electrical engineering or related field	24.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	35	0	computer science, engineering, or related technical field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	1	17	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	3	2	0	soft./elect./comp. eng., or sci., or rel sci., or eng. discipline	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	1	68	0	computer science, engineering, or related field	12.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	1	1	0	computer science, information technology, or a related field	0.0	HONG KONG	CALIFORNIA	110094.0	110094.0	0
19	1	1	0	computer science, computer engineering, or a related field	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	1	17	0	electrical engineering, computer engineering, computer science or related	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	1	1242	0	computer science	0.0	TAIWAN	CALIFORNIA	110094.0	110094.0	0
19	1	1	0	computer science, information technology, or a related field	0.0	RUSSIA	CALIFORNIA	110094.0	110094.0	0
19	0	332	0	computer science	24.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	1	23	0	computer science, or related	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	1	707	0	cis, engineering or related	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	1	712	1	electronics and communication engineering	36.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	1	1	0	computer science, electrical and computer engineering, or a related field	0.0	SOUTH KOREA	CALIFORNIA	110094.0	110094.0	0
19	1	1	1	computer science, computer engineering, or related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	1	899	0	computer science or us equivalent	12.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	3	1	0	comp. sci., elec. engr., info. tech., or a related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	0	2	0	elec &/or com. eng or scie or related scie or engr discipline	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	3	0	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	1	0	comp. sci., elec. eng., comp. eng., comp. info. syst., or a related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	0	1	0	comp. sci., elect. eng., info. sys. mgmt., or a related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	3	94	0	computer science, computer engineering, electrical/electronic engineering or a closely related field	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	712	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	2829	1	electrical engineering	0.0	MALAYSIA	CALIFORNIA	110094.0	110094.0	0
19	0	1	0	computer science, computer engineering, or a related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	0	1	0	comp. sci, soft. eng., or a related field	0.0	CHINA	CALIFORNIA	110094.0	110094.0	0
19	0	2	0	elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	0.0	INDIA	CALIFORNIA	110094.0	110094.0	0
19	0	2	0	elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	0.0	JORDAN	CALIFORNIA	110094.0	110094.0	0
19	0	2563	0	computer science	24.0	INDIA	CALIFORNIA	110094.0	110094.0	0
