PAID_WAGE_PER_YEAR_Binned	CASE_STATUS	EMPLOYER_NAME	EDUCATION_LEVEL_REQUIRED	COLLEGE_MAJOR_REQUIRED	EXPERIENCE_REQUIRED_NUM_MONTHS	COUNTRY_OF_CITIZENSHIP	WORK_STATE	PREVAILING_WAGE_PER_YEAR	PAID_WAGE_PER_YEAR	JOB_TITLE_SUBGROUP
21	0	0	1	electrical engg., comp. sci., mechanical engg., or related field	96.0	INDIA	NORTH CAROLINA	114691.0	121264.0	0
20	1	0	1	electrical/electronic/computer/software engg., computer sci., or rel. field	60.0	INDIA	TEXAS	114670.0	118000.0	0
20	1	0	1	electronic/electrical/computer engineering, comp. science or rel. field	84.0	INDIA	TEXAS	114670.0	117500.0	0
27	0	32	2	computer science, computer engineering or related field	36.0	GERMANY	TEXAS	114650.0	152317.11	0
21	0	119	1	computer science, computer engineering or related technical field	120.0	INDIA	TEXAS	114650.0	125000.0	0
21	1	119	1	computer science, computer engineering or related technical field	96.0	INDIA	TEXAS	114650.0	122500.0	0
21	0	130	1	comp sci, comp engnrg, mathematics, physics, or related field	60.0	INDIA	TEXAS	114650.0	121974.0	0
20	0	130	1	computer science, information technology, or related technical field	84.0	INDIA	TEXAS	114650.0	120000.0	0
19	1	2206	1	computer science, engineering, biology or related field of study	60.0	INDIA	TEXAS	114650.0	114651.0	0
19	1	326	1	computer science	60.0	SOUTH AFRICA	TEXAS	114650.0	114650.0	0
19	1	2318	0	business administration	12.0	INDIA	TEXAS	114650.0	114650.0	2
24	1	14	2	comp. sci., image processing, or rel. fld	36.0	SPAIN	CALIFORNIA	114421.0	140000.0	0
22	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	114421.0	130000.0	0
20	1	0	1	electrical engineering, computer science, comp. engineering or rel. field	84.0	INDIA	CALIFORNIA	114421.0	120000.0	2
20	1	14	1	information technology, computer science, or related field	60.0	INDIA	CALIFORNIA	114421.0	119600.0	4
19	1	0	1	engg., computer science/engg., electrical engg., or rel. field	60.0	INDIA	CALIFORNIA	114421.0	114421.0	2
29	0	8	0	computer science	36.0	INDIA	CALIFORNIA	114400.0	165000.0	0
29	3	2367	0	computer science	0.0	INDIA	CALIFORNIA	114400.0	165000.0	0
28	0	8	0	computer science	36.0	ROMANIA	CALIFORNIA	114400.0	160000.0	0
26	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	150000.0	0
26	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	146000.0	0
25	0	1822	0	computer science	36.0	INDIA	CALIFORNIA	114400.0	145000.0	0
24	0	1	0	computer science, engineering, science, mathematics	0.0	UNITED KINGDOM	CALIFORNIA	114400.0	140000.0	0
24	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	140000.0	0
24	0	8	0	computer science	36.0	TURKEY	CALIFORNIA	114400.0	140000.0	0
24	0	1357	0	computer science, electrical engineering or related field	36.0	INDIA	CALIFORNIA	114400.0	137000.0	0
23	0	2063	0	comp.sci., math, engrg, or rel. tech. field	36.0	INDIA	CALIFORNIA	114400.0	135000.0	0
23	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	135000.0	0
23	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	135000.0	0
23	0	591	0	comp. sc.,  comp. engineering or comp. inf. systems	0.0	INDIA	CALIFORNIA	114400.0	134638.0	0
23	0	2414	0	comp. science, information technology, or inf. systems engineering	0.0	INDIA	CALIFORNIA	114400.0	134638.0	0
23	0	222	0	computer science, engineering, or a related field	36.0	INDIA	CALIFORNIA	114400.0	134000.0	0
22	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	130000.0	0
22	0	1	1	computer science, computer engineering, or a related field	48.0	CANADA	CALIFORNIA	114400.0	127000.0	0
21	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	125000.0	0
21	0	743	0	computer science or a related field	36.0	INDIA	CALIFORNIA	114400.0	125000.0	0
21	0	2651	0	cs	0.0	INDIA	CALIFORNIA	114400.0	125000.0	0
21	3	1435	0	computer science, software engineering, or computer applications	36.0	INDIA	CALIFORNIA	114400.0	125000.0	0
21	3	2555	0	cs, engineering, entertainment tech, or related field	36.0	INDIA	CALIFORNIA	114400.0	125000.0	0
21	0	10	0	comp sci, engineering,  mathematics, physics or related  field	36.0	CHINA	CALIFORNIA	114400.0	121900.0	0
20	0	2927	1	computer science or a related field	48.0	SINGAPORE	CALIFORNIA	114400.0	120000.0	0
20	0	1708	0	computer science, computer engineering or mechatronics engineering	36.0	INDIA	CALIFORNIA	114400.0	120000.0	0
20	0	119	0	computer science, computer engineering or related technical field	36.0	INDIA	CALIFORNIA	114400.0	119340.0	0
20	0	1598	0	computer science or related field	36.0	SRI LANKA	CALIFORNIA	114400.0	117229.0	0
19	1	8	0	computer science	36.0	CHINA	CALIFORNIA	114400.0	114400.0	0
19	0	8	0	none	36.0	FRANCE	CALIFORNIA	114400.0	114400.0	0
19	3	551	0	computer science	12.0	INDIA	CALIFORNIA	114400.0	114400.0	0
19	0	551	0	computer science	12.0	CHINA	CALIFORNIA	114400.0	114400.0	0
19	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	114400.0	114400.0	0
19	0	437	1	comp sci, comp app, electronics, electrical or software engineering	60.0	INDIA	NEW HAMPSHIRE	114358.0	114358.0	0
19	0	437	1	comp sci, comp app, electronics, electrical or software engineering	60.0	INDIA	NEW HAMPSHIRE	114358.0	114358.0	0
19	0	437	1	comp sci, comp app, electronics, electrical or software engineering	60.0	INDIA	NEW HAMPSHIRE	114358.0	114358.0	0
19	0	437	1	computer science, engineering or related field	60.0	INDIA	NEW HAMPSHIRE	114358.0	114358.0	0
19	1	2544	0	engineering (any), statistics, info sci, bus admin, comp sci or related	0.0	INDIA	NEW YORK	114338.0	114338.0	6
22	0	1	0	comp. sci., comp. eng. or a related field	36.0	JORDAN	MASSACHUSETTS	114317.0	128100.0	0
19	0	454	1	computer science and engineering, electrical engineering	0.0	INDIA	GEORGIA	114317.0	114317.0	0
19	3	1358	4		0.0	AUSTRALIA	GEORGIA	114317.0	114317.0	0
19	0	845	1	electrical eng, comp sci, or related field (or foreign equiv)	0.0	INDIA	MINNESOTA	114296.0	114296.0	0
23	0	8	0	computer science	36.0	INDIA	CALIFORNIA	114143.0	135000.0	0
22	0	470	0	computer science,* continued in h.14	0.0	INDIA	CALIFORNIA	114143.0	125000.16	0
20	0	470	1	computer science,* continued in h.14	0.0	INDIA	CALIFORNIA	114143.0	120000.0	0
20	0	470	0	computer science,* continued in h.14	0.0	INDIA	CALIFORNIA	114143.0	120000.0	0
20	3	2129	1	computer science, engineering or related technical field	60.0	INDIA	CALIFORNIA	114143.0	120000.0	0
21	1	128	0	computer science	60.0	INDIA	ARIZONA	114026.0	125000.0	0
26	1	8	0	computer science	36.0	INDIA	CALIFORNIA	114018.0	150000.0	0
26	0	8	0	computer science	36.0	CHINA	CALIFORNIA	114018.0	150000.0	0
22	0	8	0	computer science	36.0	INDIA	CALIFORNIA	114018.0	130000.0	0
22	0	128	0	computer science	36.0	INDIA	CALIFORNIA	114018.0	130000.0	0
20	0	128	0	software engineering	24.0	INDIA	CALIFORNIA	114018.0	120000.0	0
20	0	10	1	computer sci., engineering, applied sci., math, physics or related	60.0	INDIA	CALIFORNIA	114018.0	117300.0	0
20	0	466	1	computer science, electronic engineering or related field	60.0	INDIA	CALIFORNIA	114018.0	116000.0	0
19	0	499	1	computer science or a related technical field	60.0	INDIA	CALIFORNIA	114018.0	114018.0	0
19	0	466	0	computer science, computer engineering or related field	48.0	INDIA	CALIFORNIA	114018.0	114018.0	0
19	0	41	0	computer science, electrical engineering, or a related field	0.0	CHINA	CALIFORNIA	113901.0	113902.0	0
19	0	41	0	electrical engineering, computer science, or a related field	0.0	INDIA	CALIFORNIA	113901.0	113902.0	0
23	1	119	1	computer science, engineering or related technical field	96.0	INDIA	CALIFORNIA	113610.0	135000.0	0
21	1	2452	1	computer science	60.0	INDIA	CALIFORNIA	113610.0	124000.0	2
21	1	35	0	computer science, computer engineering, business, or related tech. field	84.0	INDIA	CALIFORNIA	113610.0	121500.39	7
20	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	113610.0	120000.0	0
20	0	619	1	computer science, computer information systems	60.0	INDIA	CALIFORNIA	113610.0	120000.0	2
19	0	2663	1	information systems	0.0	INDIA	CALIFORNIA	113610.0	113700.0	2
19	1	753	1	computer science, engineering, related, equivalent	60.0	INDIA	CALIFORNIA	113610.0	113610.0	4
19	0	759	1	computer science	60.0	INDIA	CALIFORNIA	113610.0	113610.0	2
19	0	619	1	computer science, computer information systems	60.0	INDIA	CALIFORNIA	113610.0	113610.0	2
22	0	3	0	electrical eng., computer eng., computer science, or related	0.0	AUSTRALIA	CALIFORNIA	113589.0	126277.0	0
21	0	1900	0	computer engineering, mechanical engineer or related field	36.0	TAIWAN	CALIFORNIA	113589.0	120205.12	0
19	0	2570	1	computer engineering	60.0	IRAN	COLORADO	113547.0	113547.0	0
19	0	35	1	computer science, engineering or related technical field	60.0	PHILIPPINES	CALIFORNIA	113499.0	113499.0	0
19	0	138	0	comp sci, engineering, math, physics or related technical field	36.0	INDIA	CALIFORNIA	113499.0	113499.0	0
26	1	8	0	computer science	36.0	CHINA	CALIFORNIA	113428.0	147000.0	0
25	1	8	0	computer science	60.0	CANADA	CALIFORNIA	113428.0	145000.0	0
25	1	8	0	computer science	36.0	INDIA	CALIFORNIA	113428.0	145000.0	0
23	1	128	0	computer science	36.0	INDIA	CALIFORNIA	113428.0	131000.0	0
20	1	502	0	software engineering	48.0	INDIA	CALIFORNIA	113428.0	120000.0	0
19	1	169	0	computer science	36.0	INDIA	CALIFORNIA	113428.0	113428.0	0
19	1	46	1	comp. sci., engineering, math, physics, business, or related field	60.0	INDIA	CALIFORNIA	113428.0	113428.0	0
19	1	373	0	computer science	36.0	CHINA	CALIFORNIA	113428.0	113428.0	0
19	1	2786	1	information technology, computer science, engineering, or related field	60.0	UKRAINE	CALIFORNIA	113386.0	115000.0	0
19	1	1229	1	cs/comp.engineering/comp.applications/cis/engineering or related filed	60.0	INDIA	CALIFORNIA	113386.0	113386.0	0
19	3	183	1	cs, cis, engineering or equi	60.0	INDIA	NEW JERSEY	113360.0	114000.0	0
19	1	1194	1	computer engineering	60.0	INDIA	CALIFORNIA	113360.0	113360.0	0
19	0	804	1	computer science or electronic engineering	60.0	INDIA	CALIFORNIA	113360.0	113360.0	0
19	0	266	1	computer science, information technology or related field	0.0	INDIA	CALIFORNIA	113111.0	113111.0	0
28	0	1	0	computer science, engineering, or a related field	36.0	AUSTRALIA	WASHINGTON	112986.0	158000.0	0
27	0	1	0	computer science, engineering, physics, mathematics, or related field	36.0	CANADA	WASHINGTON	112986.0	155000.0	0
22	0	1	0	computer science, engineering, or a related field	36.0	CHINA	WASHINGTON	112986.0	127000.0	0
19	0	839	0	computer science, electrical engineering, or a related field	36.0	INDIA	WASHINGTON	112986.0	115000.0	0
19	0	77	0	computer science	12.0	INDIA	WASHINGTON	112986.0	113000.0	0
19	3	49	1	computer science	60.0	INDIA	WASHINGTON	112986.0	112986.0	0
19	0	441	1	comp. sci. & eng., physics, or a related field	72.0	INDIA	NORTH CAROLINA	112819.0	113000.0	0
30	0	12	2	engineering (any), mathematics, operations research, statistics, computer science or a related techn	0.0	CHINA	CALIFORNIA	112674.0	165000.16	0
26	0	12	0	computer science or related field	0.0	INDIA	CALIFORNIA	112674.0	150000.0	0
26	1	8	0	computer science	36.0	CHINA	CALIFORNIA	112674.0	150000.0	0
25	1	352	0	mathematics, computer science, computer engineering, or closely-related	0.0	CHINA	CALIFORNIA	112674.0	141750.0	0
24	1	8	0	computer science	36.0	INDIA	CALIFORNIA	112674.0	140000.0	0
24	1	8	0	computer science	36.0	CHINA	CALIFORNIA	112674.0	140000.0	0
24	0	1839	0	computer science	36.0	UKRAINE	CALIFORNIA	112674.0	140000.0	0
23	1	1482	0	software engineering or related field	0.0	INDIA	CALIFORNIA	112674.0	135000.0	0
23	1	8	0	computer science	36.0	CANADA	CALIFORNIA	112674.0	135000.0	0
23	1	313	0	computer science or related	36.0	INDIA	CALIFORNIA	112674.0	135000.0	0
23	1	12	0	engineering (any), computer science or related field	0.0	INDIA	CALIFORNIA	112674.0	134420.0	0
23	1	46	1	comp. sci., engineering, math, physics or related technical field	48.0	AUSTRALIA	CALIFORNIA	112674.0	132080.0	0
23	1	46	0	computer science, engineering, or related technical field	36.0	INDIA	CALIFORNIA	112674.0	132080.0	0
23	0	271	0	engineering (any), is, it or related	0.0	INDIA	CALIFORNIA	112674.0	132000.0	0
22	1	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	112674.0	130000.0	0
22	1	8	0	computer science	36.0	INDIA	CALIFORNIA	112674.0	130000.0	0
22	1	1700	0	computer science	36.0	AUSTRIA	CALIFORNIA	112674.0	130000.0	0
22	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	112674.0	130000.0	0
22	0	283	0	computer engineering or related field	24.0	INDIA	CALIFORNIA	112674.0	130000.0	0
22	0	485	0	computer science, computer engineering, or closely-related	0.0	CHINA	CALIFORNIA	112674.0	130000.0	0
22	0	1	0	comp. sci., eng'g, math., computational bio., physics or a related field	36.0	CHINA	CALIFORNIA	112674.0	130000.0	0
22	0	1554	0	computer science, electrical engineering, or computer engineering	0.0	INDIA	CALIFORNIA	112674.0	128000.0	0
21	1	12	2	mathematics (statistics), industrial engineering (operations research), computer science, or a relat	0.0	IRAN	CALIFORNIA	112674.0	125000.0	0
21	1	4	0	comp. sci., comp. sw, comp. eng., app. sci., math, phys., or rel. field	36.0	INDIA	CALIFORNIA	112674.0	125000.0	0
20	1	883	0	comp.sci., comp.eng., or elec. eng	36.0	CHINA	CALIFORNIA	112674.0	120000.0	0
20	0	451	0	computer science, information systems, or related field	36.0	SPAIN	CALIFORNIA	112674.0	120000.0	0
20	0	451	0	computer science, information systems, or related field	36.0	TURKEY	CALIFORNIA	112674.0	120000.0	0
20	0	1014	0	cs, is or mis	0.0	CHINA	CALIFORNIA	112674.0	120000.0	0
19	0	2776	0	computer science	36.0	KENYA	CALIFORNIA	112674.0	115000.0	0
19	0	130	0	comp sci, engineering, info sys or related technical field	36.0	INDIA	CALIFORNIA	112674.0	115000.0	0
19	0	119	0	computer science or related technical field	36.0	INDIA	CALIFORNIA	112674.0	115000.0	0
19	0	1190	0	computer science, engineering, related technical field	36.0	NEPAL	CALIFORNIA	112674.0	115000.0	0
19	1	25	1	computer science, computer information systems, or related field	48.0	INDIA	CALIFORNIA	112674.0	113500.0	0
19	0	2828	0	math, computer science or related field	36.0	UKRAINE	CALIFORNIA	112674.0	113000.0	0
19	1	271	0	engineering (any), is, it or rel	36.0	INDIA	CALIFORNIA	112674.0	112675.0	0
19	0	12	0	computer science or related field	0.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	2019	0	computer science	0.0	RUSSIA	CALIFORNIA	112674.0	112674.0	0
19	0	2623	1	computer information systems, computer science, or related field	36.0	MALAYSIA	CALIFORNIA	112674.0	112674.0	0
19	1	139	0	computer science or closely related	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	1	591	0	comp. sc., comp. engineering, or comp. applications	0.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	1	708	0	computer science, information technology, or a related field	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	1	591	0	comp. sc., comp. engineering, or comp. applications	0.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	2196	0	computer engineering, computer science or related field	36.0	MEXICO	CALIFORNIA	112674.0	112674.0	0
19	0	109	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	117	0	info sys and management, comp science, software eng, mobile dev, or related	36.0	SOUTH KOREA	CALIFORNIA	112674.0	112674.0	0
19	0	573	0	computer science	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	745	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	139	0	computer science	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	722	0	cs,ca,engineering (any),cis	12.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	745	0	computer science or equivalent	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	0	751	0	comp. sci, information systems, or eng	36.0	RUSSIA	CALIFORNIA	112674.0	112674.0	0
19	0	139	0	computer science	36.0	INDIA	CALIFORNIA	112674.0	112674.0	0
19	1	463	1	computer science or related field	0.0	INDIA	WASHINGTON	112590.0	112590.0	0
19	1	1270	1	computer science or related	60.0	NETHERLANDS	GEORGIA	112486.0	114669.0	0
19	1	1471	0	sci. w/ a concentration in physics, instrumental sci. or related	60.0	INDIA	GEORGIA	112486.0	113000.0	0
19	1	454	1	computer science or electrical engineering	0.0	INDIA	GEORGIA	112486.0	112486.0	0
19	0	1077	1	computer science	60.0	INDIA	GEORGIA	112486.0	112486.0	0
19	0	1285	1	electronics engineering	0.0	INDIA	GEORGIA	112486.0	112486.0	0
19	0	258	1	computer science	0.0	VIETNAM	GEORGIA	112486.0	112486.0	0
19	1	2950	1	computer science or related	0.0	CHINA	CALIFORNIA	112389.0	112389.0	0
19	0	130	1	computer science, engineering, or related technical field	60.0	INDIA	CALIFORNIA	112273.0	112273.0	0
19	2	1316	1	engineering	60.0	IRELAND	MASSACHUSETTS	112174.0	113000.0	0
19	3	338	1	computer science	60.0	INDIA	MASSACHUSETTS	112174.0	113000.0	0
19	1	281	1	computer science or related field	0.0	CANADA	MASSACHUSETTS	112174.0	112174.0	0
19	1	1349	0	computer science or related field	0.0	MEXICO	MASSACHUSETTS	112174.0	112174.0	0
19	1	2598	1	computer science, computer information systems, engineering or equivalent	0.0	INDIA	MASSACHUSETTS	112174.0	112174.0	0
19	1	1497	1	computer science or related field	60.0	BANGLADESH	MASSACHUSETTS	112174.0	112174.0	0
19	1	0	0	computer sci., computer engg., electrical engg., or related field	36.0	INDIA	MASSACHUSETTS	112174.0	112174.0	0
19	1	1422	0	software engineering	24.0	UNITED KINGDOM	MASSACHUSETTS	112174.0	112174.0	0
19	1	0	0	computer science, computer engg., electrical engg., or related field	36.0	INDIA	MASSACHUSETTS	112174.0	112174.0	0
24	0	1263	1	computer science	60.0	INDIA	NEW YORK	112154.0	136500.0	2
21	1	948	1	business admin, computer science, mechanical engg or related	60.0	INDIA	NEW YORK	112154.0	125000.0	2
19	1	2353	1	comp. science, electrical engr., electronics & comm. engr., operations res. or related	60.0	INDIA	NEW YORK	112154.0	115000.0	2
19	0	1075	1	computer science, electrical engineering, or related field	0.0	INDIA	NEW YORK	112154.0	113410.0	2
19	1	568	1	computer science or foreign equivalent	60.0	INDIA	NEW JERSEY	112154.0	112500.0	2
19	1	26	1	computer science, engineering (any), information technology, computer information systems	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	1	26	1	business administration, management, engineering (any), information technology	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	1	26	1	computer science, engineering (any), information technology, computer technology	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	1	26	1	business administration, management, computer science, engineering (any), computer informationsystem	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	0	1033	1	finance, accounting, business	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	1	2151	0	computer applications	24.0	INDIA	NEW YORK	112154.0	112154.0	2
19	1	214	0	business administration, economics, mathematics or related	0.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	0	26	1	engineering (any), business administration, management, computer information systems	60.0	INDIA	NEW JERSEY	112154.0	112154.0	2
19	0	1113	1	cs, cis, mis or engineering	60.0	INDIA	MASSACHUSETTS	112154.0	112154.0	2
19	0	1113	1	cs, cis, mis or engineering	60.0	INDIA	MASSACHUSETTS	112154.0	112154.0	2
19	1	687	1	computer science, computer engineering, math or equiv	60.0	INDIA	TEXAS	112133.0	112133.0	0
19	1	97	1	computer science or related	60.0	INDIA	TEXAS	112133.0	112133.0	0
19	0	428	1	computer science, engineering, math or related	0.0	INDIA	TEXAS	112133.0	112133.0	0
19	1	428	1	computer science, engineering, math or related	0.0	INDIA	TEXAS	112133.0	112133.0	0
19	1	428	1	computer science, engineering, math or related	0.0	INDIA	TEXAS	112133.0	112133.0	0
19	0	428	1	computer science, engineering, math or related	0.0	INDIA	TEXAS	112133.0	112133.0	0
19	0	2747	1	computer information systems	60.0	PAKISTAN	TEXAS	112133.0	112133.0	0
19	0	1702	0	computer science/engineering or related field	36.0	INDIA	TEXAS	112133.0	112133.0	0
19	0	2674	1	it, comp. science, comp. eng., geology, geophysics or related	60.0	INDIA	TEXAS	112133.0	112133.0	4
19	3	628	1	electrical eng., computer eng., computer sci. or related field	0.0	INDIA	CALIFORNIA	112112.0	112112.0	0
19	2	23	1	engineering or rltd	0.0	INDIA	NORTH CAROLINA	111946.0	111946.0	0
19	0	2	1	elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	60.0	INDIA	CALIFORNIA	111945.0	111945.0	0
22	0	37	1	computer science, engineer, math, physics, or related technical field	84.0	CHINA	MASSACHUSETTS	111883.0	128650.0	0
19	0	1753	1	engineering, computer science or related	0.0	INDIA	CALIFORNIA	111821.0	112000.0	0
19	0	1906	1	computer science, electronic engineering or instrumentation engineering	0.0	INDIA	TEXAS	111821.0	111821.0	0
19	0	106	1	computer science, computer engineering, electrical eng, physics, or physics engineering	0.0	INDIA	CALIFORNIA	111740.0	111740.0	0
21	1	2584	1	computer science, computer engineering, engineering, or related field	60.0	GERMANY	CALIFORNIA	111717.0	122400.0	0
21	1	2084	1	electrical engg, comp sci, comp engg or a related field or foreign equiv	96.0	INDIA	CALIFORNIA	111717.0	121345.08	0
19	1	1274	1	computer science	60.0	CHINA	CALIFORNIA	111717.0	111717.0	0
19	0	2489	1	electrical engineering w/an emphasis in computer science or related field	96.0	GERMANY	CALIFORNIA	111717.0	111717.0	0
19	0	796	1	computer science, information systems or engineering	60.0	INDIA	CALIFORNIA	111717.0	111717.0	0
19	0	796	1	computer science, information systems or engineering	60.0	INDIA	CALIFORNIA	111717.0	111717.0	0
19	0	2153	1	computer science	60.0	SWEDEN	CALIFORNIA	111717.0	111717.0	0
19	3	962	1	computer science	60.0	INDIA	CALIFORNIA	111717.0	111717.0	0
19	0	962	1	computer science	60.0	INDIA	CALIFORNIA	111717.0	111717.0	0
22	0	2	2	elect/elec. and/or comp. eng., or scie., or related scie., or engr. discipline	0.0	CHINA	CALIFORNIA	111698.0	127150.0	0
22	0	2	2	elect/elec and/or comp. eng., or scie., or related scie., or engr. discipline	0.0	INDIA	CALIFORNIA	111698.0	127000.0	0
20	0	284	1	computer science	0.0	INDIA	CALIFORNIA	111698.0	120000.0	0
20	0	17	1	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	111698.0	117956.8	0
19	0	2	1	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	60.0	INDIA	CALIFORNIA	111698.0	115000.0	0
19	0	2	1	elect &/or elec &/or comp eng &/or sci or related eng or sci discipline	60.0	INDIA	CALIFORNIA	111698.0	115000.0	0
19	0	17	1	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	111698.0	113692.8	0
19	0	17	1	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	111698.0	113276.8	0
19	0	2	1	elect/elec. and/or comp. eng., or scie., or related scie., or engr. discipline	60.0	ISRAEL	CALIFORNIA	111698.0	111945.0	0
19	0	3	0	electrical eng., computer eng., computer science, or related	0.0	INDIA	CALIFORNIA	111698.0	111698.0	0
19	0	17	1	electrical engineering, computer engineering, computer sci. or related	0.0	INDIA	CALIFORNIA	111698.0	111698.0	0
19	0	2	0	elect/elec/comp. eng., or scie., or related scie., or engr. discipline	36.0	UKRAINE	CALIFORNIA	111698.0	111698.0	0
26	0	910	1	engineering	0.0	INDIA	CALIFORNIA	111696.0	148000.0	2
20	1	973	1	business administration	60.0	INDIA	CALIFORNIA	111696.0	120000.0	2
19	1	1850	1	business administration	60.0	INDIA	CALIFORNIA	111696.0	111696.0	2
19	0	2676	0	business administration or related	12.0	MEXICO	TEXAS	111654.0	111654.0	7
19	0	2870	0	computer science/engineering	0.0	SOUTH KOREA	CALIFORNIA	111550.0	111550.0	0
26	0	254	1	computer engrg, electronics engring, computer ntwrking, or rltd field	60.0	INDIA	CALIFORNIA	111543.0	150000.0	0
19	3	57	1	cs/ce, eng. or related technical field	60.0	INDIA	CALIFORNIA	111543.0	112000.0	0
19	3	57	1	cs/ce, eng. or related technical field	60.0	INDIA	CALIFORNIA	111543.0	112000.0	0
19	3	57	1	cs/ce, eng. or related technical field	60.0	INDIA	CALIFORNIA	111543.0	112000.0	0
19	0	14	1	computer engineering, computer science, engineering or related field	60.0	INDIA	CALIFORNIA	111537.0	115000.0	0
19	0	35	1	computer science, engineering or related technical field	60.0	INDIA	CALIFORNIA	111534.0	111534.0	0
19	0	587	1	electrical/electronics engineering	0.0	INDIA	MINNESOTA	111446.0	111500.0	0
19	0	2233	0	computer science	0.0	INDIA	MARYLAND	111426.0	111500.0	2
19	0	265	1	computer science	60.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	265	1	computer science	60.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	142	1	computer information systems	0.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	3	142	1	computer engineering	0.0	VIETNAM	PENNSYLVANIA	111426.0	111426.0	0
19	0	282	1	computer science	60.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	282	1	computer science	60.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	250	0	computer science	36.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	250	0	computer science	36.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	250	0	computer science	36.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	0	142	0	computer science or related	0.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
19	3	633	1	computer science or rltd	0.0	INDIA	PENNSYLVANIA	111426.0	111426.0	0
20	0	635	0	computer science or a related field	0.0	INDIA	ILLINOIS	111412.0	118000.0	0
19	1	1187	3	dentistry	12.0	CHINA	MASSACHUSETTS	111380.0	111380.0	1
19	0	1115	3	optometry	0.0	CANADA	MASSACHUSETTS	111380.0	111380.0	1
20	0	597	0	computer science, cis	0.0	INDIA	NEW YORK	111322.0	120000.0	0
19	1	597	0	computer science	0.0	INDIA	NEW YORK	111322.0	111322.0	0
19	0	411	0	comp. engr., engr. mgmt., or related tech. field	36.0	CHINA	CALIFORNIA	111280.0	113000.0	0
19	0	3	1	comp sci, comp eng, elec eng, or rltd	0.0	INDIA	CALIFORNIA	111280.0	111280.0	0
19	1	1405	0	business administration or a related field	48.0	INDIA	WASHINGTON	111176.0	112000.0	7
19	1	126	1	business administration, engineering, finance or related field of edu	48.0	INDIA	WASHINGTON	111176.0	111176.0	2
19	0	2	2	elec. &/or comp. eng., or scie., or related scie., or engr. discipline	0.0	SOUTH KOREA	WASHINGTON	111155.0	115000.0	0
19	0	2759	0	computer science or related field	0.0	INDIA	TEXAS	111134.0	111134.0	0
19	1	125	1	computer science, math, engineering (any) or related	0.0	INDIA	ILLINOIS	111072.0	111072.0	0
19	1	584	1	computer science, information technology or related field	0.0	INDIA	ILLINOIS	111072.0	111072.0	0
21	0	1062	0	business administration	72.0	INDIA	TEXAS	111030.0	121200.0	7
19	1	36	1	computer science, engineering (any), technology or related	60.0	INDIA	MASSACHUSETTS	111010.0	111010.0	0
